#,Description,License,Licence URL,Image
269,新田一つ引両,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Nitta_hitotu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Japanese_Crest_Nitta_hitotu_Hiki.svg/600px-Japanese_Crest_Nitta_hitotu_Hiki.svg.png
270,大岡七宝,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Oooka_Sippou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Japanese_Crest_Oooka_Sippou.svg/600px-Japanese_Crest_Oooka_Sippou.svg.png
271,大内菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Oouchi_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Japanese_Crest_Oouchi_Hisi.svg/600px-Japanese_Crest_Oouchi_Hisi.svg.png
272,幸い菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Saiwai_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Japanese_Crest_Saiwai_Hisi.svg/600px-Japanese_Crest_Saiwai_Hisi.svg.png
273,島津十文字,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Simazu_Jyumonnji.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Japanese_Crest_Simazu_Jyumonnji.svg/600px-Japanese_Crest_Simazu_Jyumonnji.svg.png
274,竹に雀,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Uesugi_Sasa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Japanese_Crest_Uesugi_Sasa.svg/600px-Japanese_Crest_Uesugi_Sasa.svg.png
275,梅,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Ume.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Japanese_Crest_Ume.svg/600px-Japanese_Crest_Ume.svg.png
276,渡辺星,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Watanabe_Hosi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Japanese_Crest_Watanabe_Hosi.svg/600px-Japanese_Crest_Watanabe_Hosi.svg.png
277,柳生笠,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Yagyuu_Kasa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Japanese_Crest_Yagyuu_Kasa.svg/600px-Japanese_Crest_Yagyuu_Kasa.svg.png
278,四つ郡山花菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Yanagisawa_Hanabisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Japanese_Crest_Yanagisawa_Hanabisi.svg/600px-Japanese_Crest_Yanagisawa_Hanabisi.svg.png
279,抱き杏葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_daki_Gyouyou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Japanese_Crest_daki_Gyouyou.svg/600px-Japanese_Crest_daki_Gyouyou.svg.png
280,一つ鱗,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_hitotu_Uroko.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Japanese_Crest_hitotu_Uroko.svg/600px-Japanese_Crest_hitotu_Uroko.svg.png
281,抱き陰杏葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_kage_Daki_Gyouyou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Japanese_Crest_kage_Daki_Gyouyou.svg/600px-Japanese_Crest_kage_Daki_Gyouyou.svg.png
282,陰地紙,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_kage_Jigami.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Japanese_Crest_kage_Jigami.svg/600px-Japanese_Crest_kage_Jigami.svg.png
283,旭光,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_kyokkou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Japanese_Crest_kyokkou.svg/600px-Japanese_Crest_kyokkou.svg.png
284,丸に十字,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_maru_ni_jyuji.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Japanese_Crest_maru_ni_jyuji.svg/600px-Japanese_Crest_maru_ni_jyuji.svg.png
285,三つ石,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitu_Isi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Japanese_Crest_mitu_Isi.svg/600px-Japanese_Crest_mitu_Isi.svg.png
286,右三つ巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitu_Tomoe_2.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Japanese_Crest_mitu_Tomoe_2.svg/600px-Japanese_Crest_mitu_Tomoe_2.svg.png
287,三つ巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitu_Tomoe_Old_design.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Japanese_Crest_mitu_Tomoe_Old_design.svg/600px-Japanese_Crest_mitu_Tomoe_Old_design.svg.png
288,三つ鱗,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitu_Uroko.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Japanese_Crest_mitu_Uroko.svg/600px-Japanese_Crest_mitu_Uroko.svg.png
289,三つ盛亀甲に三つ葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitumori_Kikkou_ni_Mituba.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Japanese_Crest_mitumori_Kikkou_ni_Mituba.svg/600px-Japanese_Crest_mitumori_Kikkou_ni_Mituba.svg.png
290,三つ盛木瓜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitumori_mokkou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Japanese_Crest_mitumori_mokkou.svg/600px-Japanese_Crest_mitumori_mokkou.svg.png
291,秋篠宮,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_of_Akisino_no_miya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Japanese_Crest_of_Akisino_no_miya.svg/600px-Japanese_Crest_of_Akisino_no_miya.svg.png
292,XXX,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_of_Hitachi_no_miya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Japanese_Crest_of_Hitachi_no_miya.svg/600px-Japanese_Crest_of_Hitachi_no_miya.svg.png
293,XXX,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_of_Mikasa_no_miya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Japanese_Crest_of_Mikasa_no_miya.svg/600px-Japanese_Crest_of_Mikasa_no_miya.svg.png
294,XXX,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_of_Takamado_no_miya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Japanese_Crest_of_Takamado_no_miya.svg/600px-Japanese_Crest_of_Takamado_no_miya.svg.png
295,尾長左三つ巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_onaga_mitu_Tomoe.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Japanese_Crest_onaga_mitu_Tomoe.svg/600px-Japanese_Crest_onaga_mitu_Tomoe.svg.png
296,本願寺牡丹,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_ootaniha_dakibotanmon.JPG,https://upload.wikimedia.org/wikipedia/commons/9/96/Japanese_Crest_ootaniha_dakibotanmon.JPG
297,五つ木瓜剣唐花,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Arima_Mokkou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Japanese_crest_Arima_Mokkou.svg/600px-Japanese_crest_Arima_Mokkou.svg.png
298,永楽銭,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Eirakusenn.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Japanese_crest_Eirakusenn.svg/600px-Japanese_crest_Eirakusenn.svg.png
299,黒餅に立ち木瓜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Hotta_Mokkou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Japanese_crest_Hotta_Mokkou.svg/600px-Japanese_crest_Hotta_Mokkou.svg.png
300,井桁,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Igeta.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Japanese_crest_Igeta.svg/600px-Japanese_crest_Igeta.svg.png
301,今川赤鳥,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Imagawa_Akadori.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Japanese_crest_Imagawa_Akadori.svg/600px-Japanese_crest_Imagawa_Akadori.svg.png
302,加賀梅鉢,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Kaga_Umebachi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Japanese_crest_Kaga_Umebachi.svg/600px-Japanese_crest_Kaga_Umebachi.svg.png
303,勧修寺笹,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Kajuuji_Sasa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Japanese_crest_Kajuuji_Sasa.svg/600px-Japanese_crest_Kajuuji_Sasa.svg.png
304,菊水,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Kikusui.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Japanese_crest_Kikusui.svg/600px-Japanese_crest_Kikusui.svg.png
305,桔梗,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Kikyou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Japanese_crest_Kikyou.svg/600px-Japanese_crest_Kikyou.svg.png
306,久世鷹の羽,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Kuze_Takanoha.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Japanese_crest_Kuze_Takanoha.svg/600px-Japanese_crest_Kuze_Takanoha.svg.png
307,丸に九枚笹,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Maru_ni_Kumai_Sasa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Japanese_crest_Maru_ni_Kumai_Sasa.svg/600px-Japanese_crest_Maru_ni_Kumai_Sasa.svg.png
308,丸に細立ち梶の葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Maru_ni_hoso_tachi_Kajinoha(White_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Japanese_crest_Maru_ni_hoso_tachi_Kajinoha%28White_background%29.svg/600px-Japanese_crest_Maru_ni_hoso_tachi_Kajinoha%28White_background%29.svg.png
309,丸に立ち梶の葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Maru_ni_tachi_Kajinoha(White_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Japanese_crest_Maru_ni_tachi_Kajinoha%28White_background%29.svg/600px-Japanese_crest_Maru_ni_tachi_Kajinoha%28White_background%29.svg.png
310,鬼梶の葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Oni_Kajinoha(Black_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Japanese_crest_Oni_Kajinoha%28Black_background%29.svg/600px-Japanese_crest_Oni_Kajinoha%28Black_background%29.svg.png
311,大岡七宝,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Oooka_Shippou_of_Oooka_Tadasuke.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Japanese_crest_Oooka_Shippou_of_Oooka_Tadasuke.svg/600px-Japanese_crest_Oooka_Shippou_of_Oooka_Tadasuke.svg.png
312,太田桔梗,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Oota_Kikyou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Japanese_crest_Oota_Kikyou.svg/600px-Japanese_crest_Oota_Kikyou.svg.png
313,大割り牡丹,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Oowari_Botann.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Japanese_crest_Oowari_Botann.svg/600px-Japanese_crest_Oowari_Botann.svg.png
314,下り藤,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Sagari_Fuji.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Japanese_crest_Sagari_Fuji.svg/600px-Japanese_crest_Sagari_Fuji.svg.png
315,榊原源氏車,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Sakakibara_Genji_kuruma.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Japanese_crest_Sakakibara_Genji_kuruma.svg/600px-Japanese_crest_Sakakibara_Genji_kuruma.svg.png
316,三階菱に五つ釘抜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Sanngai_Hisi_ni_itutu_Kuginuki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Japanese_crest_Sanngai_Hisi_ni_itutu_Kuginuki.svg/600px-Japanese_crest_Sanngai_Hisi_ni_itutu_Kuginuki.svg.png
317,洲浜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Suhama.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Japanese_crest_Suhama.svg/600px-Japanese_crest_Suhama.svg.png
318,沢瀉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tachi_Omodaka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Japanese_crest_Tachi_Omodaka.svg/600px-Japanese_crest_Tachi_Omodaka.svg.png
319,橘,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tachibana.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Japanese_crest_Tachibana.svg/600px-Japanese_crest_Tachibana.svg.png
320,徳川葵,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tokugawa_Aoi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Japanese_crest_Tokugawa_Aoi.svg/600px-Japanese_crest_Tokugawa_Aoi.svg.png
321,鳥居,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Torii.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Japanese_crest_Torii.svg/600px-Japanese_crest_Torii.svg.png
322,唐団扇,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tou_Uchiwa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Japanese_crest_Tou_Uchiwa.svg/600px-Japanese_crest_Tou_Uchiwa.svg.png
323,津軽牡丹,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tugaru_Botann.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Japanese_crest_Tugaru_Botann.svg/600px-Japanese_crest_Tugaru_Botann.svg.png
324,蔦,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tuta.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Japanese_crest_Tuta.svg/600px-Japanese_crest_Tuta.svg.png
325,抱き柏,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_daki_Kasiwa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Japanese_crest_daki_Kasiwa.svg/600px-Japanese_crest_daki_Kasiwa.svg.png
326,並び鷹の羽,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_narabi_Takanoha.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Japanese_crest_narabi_Takanoha.svg/600px-Japanese_crest_narabi_Takanoha.svg.png
327,立ち梶の葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_crest_tachi_Kajinoha(White_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Japanese_crest_tachi_Kajinoha%28White_background%29.svg/600px-Japanese_crest_tachi_Kajinoha%28White_background%29.svg.png
328,中川家久留子,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japense_crest_Nakagawake_kurusu.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Japense_crest_Nakagawake_kurusu.svg/400px-Japense_crest_Nakagawake_kurusu.svg.png
329,亀甲に有の字,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Kikk%C5%8D_ni_y%C5%AB_no_ji.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Kikk%C5%8D_ni_y%C5%AB_no_ji.png/1200px-Kikk%C5%8D_ni_y%C5%AB_no_ji.png
330,九曜巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Kuyo_Tomoe.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Kuyo_Tomoe.svg/500px-Kuyo_Tomoe.svg.png
331,丸に左十字,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Maru_ni_hidarij%C5%ABji.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Maru_ni_hidarij%C5%ABji.png/1200px-Maru_ni_hidarij%C5%ABji.png
332,丸に柿の花,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Maru_ni_kakinohana.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Maru_ni_kakinohana.png/1200px-Maru_ni_kakinohana.png
333,丸に結び雁金,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Maru_ni_musubikarigane.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Maru_ni_musubikarigane.png/1200px-Maru_ni_musubikarigane.png
334,丸に並び矢,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Maru_ni_narabiya.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Maru_ni_narabiya.png/1200px-Maru_ni_narabiya.png
335,丸に橘,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Marunitatibana.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Marunitatibana.png/1200px-Marunitatibana.png
336,三つ盛り杏葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Mitumori_hana_gyou_you.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Mitumori_hana_gyou_you.png/1200px-Mitumori_hana_gyou_you.png
337,三階菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Mon_ogasawara.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Mon_ogasawara.svg/241px-Mon_ogasawara.svg.png
338,並び矢,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Narabiya-futatsuya.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Narabiya-futatsuya.png/1200px-Narabiya-futatsuya.png
339,二重輪に笹竜胆,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Nij%C5%ABwa_ni_sasarind%C5%8D.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Nij%C5%ABwa_ni_sasarind%C5%8D.png/1200px-Nij%C5%ABwa_ni_sasarind%C5%8D.png
340,五つ木瓜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Oda_emblem.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Oda_emblem.svg/123px-Oda_emblem.svg.png
341,朧月,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Otawara_clan_kamon.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Otawara_clan_kamon.jpg
342,六条藤,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Rokuj%C5%8Dfuji.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Rokuj%C5%8Dfuji.png/1200px-Rokuj%C5%8Dfuji.png
343,折敷に花角,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Sumikiri_hana01.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Sumikiri_hana01.svg/164px-Sumikiri_hana01.svg.png
344,隅切り角に揚羽蝶,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Sumikirikaku_ni_agehach%C5%8D.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Sumikirikaku_ni_agehach%C5%8D.png/1200px-Sumikirikaku_ni_agehach%C5%8D.png
345,隅切り角に笹竜胆,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Sumikirikaku_ni_sasarind%C5%8D.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Sumikirikaku_ni_sasarind%C5%8D.png/1200px-Sumikirikaku_ni_sasarind%C5%8D.png
346,高松宮,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Takamatsu_no_miya.png,https://upload.wikimedia.org/wikipedia/commons/2/26/Takamatsu_no_miya.png
347,割り菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Takeda_mon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Takeda_mon.svg/200px-Takeda_mon.svg.png
348,田村茗荷 ,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Tamuramy%C5%8Dga.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Tamuramy%C5%8Dga.png/1200px-Tamuramy%C5%8Dga.png
349,三つ足烏,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Yatagarasu_A.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Yatagarasu_A.jpg/1200px-Yatagarasu_A.jpg
350,柊輪に沢瀉,Public domain,https://commons.wikimedia.org/wiki/File:%C5%8Czeki_Omodaka_inverted.png,https://upload.wikimedia.org/wikipedia/commons/6/65/%C5%8Czeki_Omodaka_inverted.png
351,丸に九曜,Public domain,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E4%B9%9D%E6%9B%9C.png,https://upload.wikimedia.org/wikipedia/commons/d/d8/%E4%B8%B8%E3%81%AB%E4%B9%9D%E6%9B%9C.png
352,月に下三引両,Public domain,https://commons.wikimedia.org/wiki/File:%E6%9C%88%E4%B8%8B%E4%B8%89%E5%BC%95%E4%B8%A4%E7%BA%B9.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/%E6%9C%88%E4%B8%8B%E4%B8%89%E5%BC%95%E4%B8%A4%E7%BA%B9.jpg
353,三つ入子枡,Public domain,https://commons.wikimedia.org/wiki/File:3ireko_masu.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/3ireko_masu.svg/518px-3ireko_masu.svg.png
354,揚羽蝶,Public domain,https://commons.wikimedia.org/wiki/File:Ageha_inverted.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Ageha_inverted.png/1200px-Ageha_inverted.png
355,花菱胡蝶,Public domain,https://commons.wikimedia.org/wiki/File:Ch%C5%8D_Hana-bishi_inverted.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Ch%C5%8D_Hana-bishi_inverted.svg/512px-Ch%C5%8D_Hana-bishi_inverted.svg.png
356,違い釘抜,Public domain,https://commons.wikimedia.org/wiki/File:Chigai_kuginuki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Chigai_kuginuki.svg/800px-Chigai_kuginuki.svg.png
357,丸に覗き片喰七曜,Public domain,https://commons.wikimedia.org/wiki/File:Chosokabe_mon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Chosokabe_mon.svg/450px-Chosokabe_mon.svg.png
358,抱き若松,Public domain,https://commons.wikimedia.org/wiki/File:Daki_Waka-matsu_inverted.png,https://upload.wikimedia.org/wikipedia/commons/9/9b/Daki_Waka-matsu_inverted.png
359,田字草,Public domain,https://commons.wikimedia.org/wiki/File:Denjis%C5%8D_inverted.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Denjis%C5%8D_inverted.png/1200px-Denjis%C5%8D_inverted.png
360,フの字九つに四つマの字,Public domain,'https://commons.wikimedia.org/wiki/File:Emblem_of_Fukushima,_Fukushima.svg'
361,丸に一文字,Public domain,'https://commons.wikimedia.org/wiki/File:Emblem_of_Inuyama,_Aichi.svg'
362,二つローマ字,Public domain,'https://commons.wikimedia.org/wiki/File:Emblem_of_Minami-Alps,_Yamanashi.svg'
363,丸にハの字,Public domain,'https://commons.wikimedia.org/wiki/File:Emblem_of_Nagoya,_Aichi.svg'
364,浮線蝶,Public domain,https://commons.wikimedia.org/wiki/File:Fuse-ch%C5%8D_inverted.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Fuse-ch%C5%8D_inverted.jpg
365,浮線橘,Public domain,https://commons.wikimedia.org/wiki/File:Fuse_Tachibana_inverted.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Fuse_Tachibana_inverted.jpg
366,丸に二つ引両,Public domain,https://commons.wikimedia.org/wiki/File:Futatsuhikiryo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Futatsuhikiryo.svg/300px-Futatsuhikiryo.svg.png
367,祇園守,Public domain,https://commons.wikimedia.org/wiki/File:Gion_Mamori_Inverted.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gion_Mamori_Inverted.svg/500px-Gion_Mamori_Inverted.svg.png
368,五七の桐,Public domain,https://commons.wikimedia.org/wiki/File:Goshichi_no_kiri_inverted.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Goshichi_no_kiri_inverted.svg/560px-Goshichi_no_kiri_inverted.svg.png
369,唐団扇,Public domain,https://commons.wikimedia.org/wiki/File:Gunbai-sen_inverted.png,https://upload.wikimedia.org/wikipedia/commons/8/8b/Gunbai-sen_inverted.png
370,杏葉牡丹,Public domain,https://commons.wikimedia.org/wiki/File:Gyoy%C5%8D_Botan_inverted.png,https://upload.wikimedia.org/wikipedia/commons/3/3e/Gyoy%C5%8D_Botan_inverted.png
371,八角に小の字,Public domain,https://commons.wikimedia.org/wiki/File:Hakkaku_ni_Ko_no_ji_inverted.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Hakkaku_ni_Ko_no_ji_inverted.jpg
372,花勝見,Public domain,https://commons.wikimedia.org/wiki/File:Hana-Katsumi_inverted.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Hana-Katsumi_inverted.png/1200px-Hana-Katsumi_inverted.png
373,七宝に花角,Public domain,https://commons.wikimedia.org/wiki/File:Hanawa001.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Hanawa001.jpg
374,十二日足,Public domain,https://commons.wikimedia.org/wiki/File:Hiashi.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Hiashi.jpg
375,五つ割菱卍,Public domain,https://commons.wikimedia.org/wiki/File:Hishi_manji.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Hishi_manji.png/1200px-Hishi_manji.png
